Country,Year,Energy Type,Installed Capacity (MW),Production (GWh),Investments (USD),Renewable Energy Jobs,Electricity Prices,Investment/MW,Gross Revenue,ROI
India,2001,Wind,41704.36500849402,47202.42352840514,376447041.3035008,595054,0.2852834539812885,9026.562117102827,13466070420.471058,2225.1466509068264
Germany,2018,Hydro,5722.222105149929,37127.59777338635,2475845942.7693224,877669,0.453185005403135,432672.11535551754,16825670597.537516,341.7353155732424
Brazil,2022,Wind,28271.80606517208,6825.248930930445,5920829809.466337,783133,0.0739477926908905,209425.2413806765,504712093.0081665,-94.45917428785413
Canada,2006,Wind,21604.926389910495,25365.23021002019,1221862320.874514,213880,0.0960752445893776,56554.80138294403,2436970696.4935594,29.64070711232729
Germany,2000,Hydro,8017.773831486601,76741.76207300893,4386369788.702199,509169,0.3165051148754395,547080.7584365233,24289160220.661335,259.9321284788684
Brazil,2001,Geothermal,40342.41332065653,8222.954235737663,8640719635.350122,973000,0.284132466383648,214184.50023478922,2336408267.960007,-82.42431836393604
China,2015,Biomass,16978.314884738396,15532.854504472984,539437874.7882774,138763,0.242559409759666,31772.168112700725,3767640020.487736,353.9848104433188
Japan,2017,Hydro,29735.174332199997,36024.60281505642,248981818.3607215,501186,0.3037048229701694,8373.309521548726,10940845620.517378,2756.2525971407194
China,2001,Biomass,14899.341069969674,51962.20591683941,750370092.229877,128380,0.2990234791699857,50362.63608612084,15537919598.600536,1245.955528301667
China,2004,Geothermal,7230.71681666659,4359.987267499353,1411819744.9211438,494802,0.3342255548969701,195253.08219330906,1457219163.8236957,-32.90981657588965
Australia,2009,Wind,30999.31348018454,56320.75906324368,6159278134.835193,96966,0.2102679252182372,198690.79161292853,11842449154.944475,24.97555366396647
Australia,2002,Solar,32816.5202661627,67484.50837956677,8145434514.096177,144097,0.2426735359620871,248211.40230687353,16376704271.132566,30.68495925925848
USA,2016,Biomass,46614.89206358556,27953.164942792144,9580102738.846272,656534,0.1545976956174747,205515.92666520446,4321494885.370844,-70.6791069776217
Japan,2001,Solar,200.7003571288955,46460.79362762231,1596762365.8651912,796418,0.36950563861822,7955951.791554137,17167525220.08391,598.8448395079877
China,2017,Biomass,34178.80252106011,37075.4230610917,1839625346.3892424,119584,0.2482832044093183,53823.5751605315,9205204842.438986,225.25009286968856
Russia,2014,Solar,1106.611965605989,60062.18948866177,7415867298.832053,37148,0.3262076963594679,6701416.150665846,19592748471.402203,71.730237249757
China,2010,Geothermal,11702.86279365413,71268.098292292,3651841770.030736,694446,0.1651564593809678,312046.87557397876,11770386780.769743,109.50391307441399
USA,2020,Solar,43701.54177181939,20888.40639613741,7208631197.636181,766543,0.0839389499978939,164951.41602268623,1753350900.0210652,-84.19009027140395
France,2008,Hydro,46941.26337591305,40590.98836904654,640942161.7942048,994266,0.1485481555214204,13654.131050147475,6029716453.013292,511.4928815865702
India,2011,Hydro,6814.046119135692,83071.61590088409,2503183142.543935,113239,0.4519613442536864,367356.35462083487,37545159191.88949,874.9327989611863
Russia,2016,Hydro,40816.66484083646,15758.89333614382,1260568519.5997467,943868,0.3538594858088084,30883.67274776862,5576433892.843709,187.54343567926895
China,2000,Geothermal,41799.67831301239,37077.48781170987,5204430335.375248,34072,0.3614910410279904,124508.86096305412,13403179667.757627,67.39712557636346
India,2018,Wind,23855.339507340243,37338.729242704976,816265997.7260324,991752,0.4816193381718252,34217.328890870274,17983054066.048546,1332.0068673073395
Germany,2018,Hydro,41925.726343764014,97126.63493206678,7314465512.183203,112358,0.2119256237586282,174462.46374384276,20583622691.554817,82.9163693126389
Australia,2015,Solar,42555.232864720696,85033.17204007534,6527130862.712743,856094,0.053537906933147,153380.21726874134,4552498050.911831,-54.66424995403191
Australia,2001,Wind,7081.482047298254,35556.23171789341,3167697334.072406,107598,0.2648276955671887,447321.24051362305,9416274908.902695,93.21854474392313
Brazil,2003,Solar,23921.748131613753,68572.03468584348,9916333642.98218,967260,0.1217200789741935,414532.1482537166,8346593477.382005,-45.2893987271415
USA,2021,Wind,16760.73643456325,81854.1107045476,8814753836.063477,200719,0.1144059925671952,525916.8575603922,9364600780.858845,-30.94542830391055
Brazil,2010,Geothermal,45364.87480849825,42601.564245618894,8649343293.200987,38432,0.3554590021121452,190661.68108504722,15143109515.164137,13.800792166429796
Japan,2001,Wind,44785.46844952222,45138.635400241306,9044559819.425783,852915,0.3819853145263703,201953.00244810263,17242295840.65233,23.91418178641168
Germany,2004,Biomass,20959.1693979164,46299.41904332224,5198927665.613382,215557,0.2465892371613636,248050.27178845264,11416938422.907143,42.741166105724105
Brazil,2021,Biomass,41219.54701068683,5998.3784188839545,2597606988.241754,667563,0.2277574114455312,63018.814533994824,1366175141.5557475,-65.81415718271118
Germany,2011,Wind,16172.63803597427,46676.76044786834,8913800719.552301,697418,0.384892756872031,551165.5364897504,17965547010.63542,31.00590785363145
Japan,2000,Biomass,3776.38720512996,48868.007845574655,1199831277.710467,660771,0.1746965837710883,317719.3472323441,8537074026.320634,362.4898700505015
Canada,2022,Geothermal,6376.939903008147,67009.65009843693,205657814.9328443,625226,0.1889133291338241,32250.23570252416,12659016084.188406,3900.9957595870405
Canada,2015,Wind,41308.8852561084,48263.2913557231,6894786716.11708,891863,0.2284203430196317,166908.07978405902,11024317566.730698,3.930791675170251
Australia,2020,Geothermal,2696.9256731061914,3093.387858029943,214464465.62080756,622463,0.1570271759983711,79521.8302674977,485745959.61409205,47.22013403721969
Australia,2018,Biomass,32559.55443504301,47913.7672596421,8964268393.680725,121578,0.3118978974511189,275319.13594102237,14944203267.24463,8.360567724150398
Germany,2010,Solar,13420.63638044923,42548.35151270433,9846252558.667126,935069,0.3505493845927395,733665.1019776412,14915298438.214058,-1.5367122966473055
USA,2003,Wind,42418.67344886278,28840.644891148742,267931587.9762875,184274,0.3725805266195169,6316.359428337348,10745462661.590677,2506.841090589172
Canada,2019,Hydro,26028.67990783175,97847.4836650566,2139859511.932842,645952,0.0839269344672062,82211.60348931032,8212039349.338234,149.44747761727712
USA,2023,Biomass,36482.57080770767,57151.66443213581,958395998.404421,700515,0.4154401271490411,26269.96884227086,23743094738.46583,1510.2959116791321
Russia,2001,Wind,23233.73900134196,20238.47493016808,5861318463.530484,943170,0.4540217341388894,252276.16025091524,9188707484.12135,1.8995965129887813
France,2016,Wind,46240.824489270824,35669.10563688513,6248673036.113992,82005,0.4595830321098413,135133.25303193633,16392915721.2459,70.52252785875244
France,2009,Wind,27355.768511691014,68860.85272957495,553662935.8511701,682351,0.2631045660829121,20239.348626398543,18117604777.51413,2027.0058627420578
China,2013,Geothermal,41161.2019241701,32615.78268625463,6929698489.916041,392561,0.4591676974853406,168355.105438427,14976113837.729776,40.47471197613817
China,2004,Geothermal,8715.055500006572,16097.26761530652,2112259354.7537725,873620,0.3752186197361429,242369.00783387778,6039994536.138625,85.86715876790436
Russia,2014,Solar,25322.031840424504,51241.00721276512,2323876892.4504175,608991,0.119339933271135,91772.92355902272,6115098381.517137,71.0423629108376
USA,2019,Biomass,41600.15866842208,58345.42145308694,1036030788.4281156,772128,0.2367575374017086,24904.491270956318,13813718301.897682,766.665064062089
Australia,2014,Geothermal,38251.14120319718,80403.73796377025,2838086069.665718,717598,0.2815001670620503,74196.11494959789,22633665669.21464,418.3733799420095
Australia,2013,Solar,49079.81605330907,2862.658408946971,5298298438.820152,822701,0.1048196568115028,107952.69552488327,300062871.99438417,-96.31880179932291
Canada,2002,Solar,18202.62268201733,60370.75743286498,2494315117.024416,531757,0.4510497036638712,137030.53458821576,27230212250.0572,609.5991136698035
Australia,2014,Geothermal,27191.87136482238,60738.47257311277,162103188.42720735,978147,0.0977509209042694,5961.457608133483,5937241628.340483,2280.710148803949
China,2014,Geothermal,6622.493755478686,30593.33915202076,202689133.48202723,933547,0.0527596695566488,30606.164530445298,1614094464.2951014,417.6209418670423
Brazil,2001,Hydro,34843.91758851031,17924.270401314574,6838006888.949894,698208,0.485176303060867,196246.78745092396,8696431248.373129,-17.33438700424284
Japan,2023,Biomass,31208.68821423886,30490.62915085367,9137394913.77946,474739,0.206766223168875,292783.6905881406,6304432231.5648155,-55.15263388323728
France,2020,Biomass,42080.76061310117,57674.79550723695,5517728310.887563,420589,0.3263921584237185,131122.35212710738,18824600992.25365,121.75775890996402
Japan,2017,Wind,6531.472710988864,67123.67952521237,960526355.163989,877881,0.4811853909273911,147061.22151409334,32298933972.82423,2085.7085929465647
Brazil,2011,Biomass,48074.89152452974,89139.47152659213,820830988.9518678,239956,0.422555361398695,17074.006054346413,37666361605.807816,2882.72547860772
Brazil,2008,Hydro,26341.230811516743,24070.875270597066,6941781645.370146,374217,0.0550857095924883,263532.92657589505,1325961244.793118,-87.58424201241827
USA,2014,Biomass,38723.73703202145,56292.827226075584,3013109346.574737,539827,0.2657907098421525,77810.3968654455,14962110507.440277,222.76863237279642
France,2015,Solar,47275.35414191369,94798.62672090495,5547693023.765679,256872,0.2817010490440697,117348.52386535947,26704872595.2161,212.88982848420184
USA,2008,Biomass,38555.18089401291,80532.48960491431,5614408838.231123,349373,0.1783126881354591,145620.0880930885,14359964703.69319,66.25039832940521
Brazil,2017,Geothermal,13730.332919238055,59350.317717744554,9742532681.615805,174390,0.2121070096104473,709562.7425002345,12588618410.540745,-16.01155229079103
Brazil,2000,Hydro,25558.673981289427,42664.090966523945,8940697480.372469,610640,0.2687159871506686,349810.6938927124,11464523319.955404,-16.651467356654543
Canada,2016,Wind,12632.33586630694,39614.63852685872,7079327275.187092,656258,0.3753052273853649,560413.1611216201,14867580920.11175,36.50912328837404
India,2011,Geothermal,43107.39266418596,38268.188688252805,9671811755.32652,147706,0.235369935980404,224365.5010793997,9007181121.640083,-39.466690655535814
Brazil,2021,Hydro,43037.13622356328,53794.42942140604,5304281705.090711,206139,0.2843801039544233,123248.94661988596,15298065431.02834,87.46633536874657
Japan,2017,Biomass,11940.370076440036,58185.47948052114,4587954155.023322,345147,0.4343944996898964,384238.8573932039,25275452248.157715,258.0908484735938
Canada,2002,Solar,7766.3492368597135,86377.61445478526,9334785343.604445,684617,0.4854687781006023,1201952.8170714765,41933634944.60952,191.9923887984282
India,2023,Hydro,22347.232872272492,84798.4834185093,8667662713.547974,450333,0.2540699809951867,387862.90737151826,21544749070.561314,61.567049372788716
Russia,2015,Hydro,17814.417504063542,38096.46055588662,8976841660.266478,648206,0.1570129804023484,503908.79512163805,5981638814.660264,-56.68782655776783
Australia,2011,Wind,24848.71719418892,66309.78374518687,8665725401.973091,986333,0.24717925588444,348739.34675386955,16390403003.993425,22.941374880976273
USA,2022,Wind,13932.6822413506,90935.51340283472,2908167646.668547,690468,0.0546605036165662,208729.91978798166,4970580959.229952,11.096677222188418
Germany,2020,Geothermal,870.6629813104257,99645.58063513364,6751842586.274053,680614,0.298729918590103,7754829.05694684,29767116190.997013,186.56807792708676
Russia,2006,Biomass,1869.7980862386896,42149.77715553281,1297306492.2021146,551447,0.2853930972808621,693821.7028619349,12029255452.115633,502.7115481864861
China,2011,Wind,17685.953367183778,9401.208803653197,8480245371.497422,89021,0.3843821734870425,479490.4292370513,3613657073.3537345,-72.30177907853192
Australia,2002,Biomass,34763.389914127336,38314.889195370866,3158583110.1110935,365174,0.0965137844909765,90859.46790325794,3697914958.5976677,-23.90117216184497
France,2014,Geothermal,23373.031817389277,33928.50185534758,159466624.94901562,507478,0.1671950251624787,6822.676073643737,5672676721.430044,2212.2329641756737
Brazil,2000,Hydro,37439.17069310824,7654.024139818287,4537148938.883117,821307,0.4100292168288256,121187.21795614748,3138373523.638618,-55.03910456007066
France,2023,Biomass,40487.27159414086,40473.09541559152,1391570840.4480157,858632,0.1096338901189311,34370.57587870154,4437222895.565975,107.26180789971988
Canada,2019,Biomass,5002.91734874118,39870.29466072873,4101297509.012075,777644,0.3103292132205242,819781.1842812138,12372917172.934414,96.09394697008047
Germany,2023,Geothermal,42379.430895799145,15387.510609231096,8576739103.870277,948314,0.08385280426817,202379.7611855247,1290285915.2902446,-90.22139026520931
France,2012,Geothermal,35605.55130611317,9844.109666555563,2807463321.686791,743062,0.3155706609892882,78849.03389221706,3106512194.3259807,-28.07624909241257
France,2003,Geothermal,47662.85973802317,9296.287921708785,8094899650.384829,245770,0.4648147713706259,169836.6336992386,4321051944.92458,-65.30304407087428
Brazil,2017,Solar,2247.4895084309787,17077.17158309806,2631362443.62552,386952,0.4408913188268194,1170800.7684816876,7529176701.103988,85.98596584720703
China,2003,Solar,3954.7417111243058,73494.67374530718,1866391135.687692,951594,0.217329519402254,471937.55547618045,15972562123.693066,456.2695397487019
Canada,2002,Hydro,6424.024130603767,7237.32796585778,308524799.79534847,795392,0.4001011716298014,48026.71869265714,2895663398.6088257,510.0583195724397
Japan,2007,Hydro,21231.647164459664,56216.969853335075,60742971.92462938,644588,0.4374701531691343,2860.963704516953,24593246412.4431,26216.80614495312
Brazil,2015,Hydro,22730.428149560583,25015.99173547006,55932250.18294268,454802,0.2212173844051954,2460.677371095799,5533972260.022672,6331.141170343467
Japan,2004,Wind,1090.7619407581951,39573.037967223725,6599479390.512782,864396,0.3028574599241007,6050338.890560707,11984989760.233374,18.043301345113957
Russia,2020,Solar,38393.03573374771,54874.32399911267,2044303326.6994777,810742,0.1834875467118616,53246.72268367991,10068755088.069014,220.14284386120158
China,2014,Hydro,9781.239852628318,42395.38256335693,9215773650.807615,67901,0.3696129683942809,942188.698944055,15669883195.453493,10.521638909308278
Germany,2007,Biomass,15747.218233606514,32093.01883156247,9207687957.756718,472594,0.4322938799881213,584718.3814412613,13873615631.227983,-2.0617314393088857
Australia,2004,Geothermal,7846.76517568522,44919.29850938142,1621523197.8926654,542873,0.0555523083506485,206648.62036617092,2495370721.687982,0.028847641842620744
Japan,2000,Wind,15723.477909914169,86718.38100649088,1736973482.6930156,311620,0.2499132318221939,110470.05583909631,21672070855.720493,710.9994882810748
Canada,2011,Biomass,25775.751016661165,74260.19342389615,7517176691.78634,973184,0.3079571407758179,291637.5428567462,22868956840.282253,97.7447458754767
China,2015,Geothermal,5776.6905703921275,52680.013171743456,6962331775.9466915,999319,0.1866372347544304,1205245.7529284074,9832051985.20117,-8.20842792267283
